customer_number,offer_acepted,reward,mailer_type,income_level,banks_accounts_open,overdraft_protection,credit_rating,credits_cards_held,homes_owned,household_size,own_home,average_balance
2754,0,0,1,1,1,0,0,2,2,5,0,1004.75
2755,1,0,0,1,1,0,0,2,1,3,1,1191.75
2756,0,2,0,0,2,0,1,1,1,3,0,982.0
2757,0,1,1,1,1,0,2,1,1,4,1,1145.75
2758,0,0,1,1,2,0,2,3,1,2,1,1018.0
2759,0,1,1,1,1,0,1,2,1,5,0,1012.5
2760,0,2,1,1,1,0,1,2,1,4,1,1250.5
2761,1,2,1,1,1,0,0,1,2,3,1,1079.0
2762,0,1,1,1,1,0,0,2,1,3,1,1041.5
2763,1,0,0,1,1,0,1,1,2,3,0,962.75
2764,0,0,1,0,1,0,1,3,2,3,1,195.5
2765,0,2,0,1,1,0,1,3,1,5,1,1046.75
2766,0,0,1,0,1,0,0,1,1,5,1,769.75
2767,0,1,1,1,1,0,2,2,1,4,1,1045.0
2768,1,1,1,0,1,0,1,4,1,5,1,318.5
2769,0,1,0,1,1,1,1,3,2,4,0,1803.75
2770,0,0,0,1,1,0,0,2,1,3,0,819.75
2771,0,2,1,1,1,0,1,1,1,2,0,1226.5
2772,0,1,0,1,2,0,0,2,1,4,0,668.5
2773,0,0,1,0,1,0,2,2,1,4,0,968.25
2774,0,0,0,2,1,0,0,1,1,3,0,700.25
2775,0,0,0,1,1,0,1,3,1,5,1,1083.75
2776,0,1,1,1,1,0,0,2,1,1,1,1108.5
2777,0,1,1,2,1,0,1,1,1,3,0,1251.25
2778,0,2,0,1,1,0,2,2,2,3,1,693.0
2779,0,2,0,1,1,1,0,2,1,2,1,834.25
2780,0,2,1,1,2,1,2,3,2,3,1,1005.25
2781,0,0,0,1,1,0,1,1,2,3,1,1158.5
2782,0,2,1,2,1,0,2,2,1,6,1,927.75
2783,0,2,0,2,2,0,2,2,1,3,1,998.0
2784,0,2,1,1,1,0,1,3,1,4,0,1231.0
2785,0,1,0,1,1,0,2,1,1,3,1,245.75
2786,0,2,1,2,1,0,2,1,1,5,1,1094.75
2787,0,0,1,2,2,0,0,1,1,3,0,1162.0
2788,0,2,0,0,1,0,2,3,1,3,0,902.75
2789,0,1,1,1,1,0,2,2,1,3,1,1035.25
2790,0,2,0,0,1,1,2,2,1,4,0,779.25
2791,0,1,0,1,1,0,2,2,1,2,0,991.75
2792,0,0,1,0,1,1,0,1,1,5,1,290.25
2793,0,2,0,1,2,0,0,3,1,4,1,56.0
2794,0,2,1,0,2,0,1,2,2,3,0,1146.0
2795,0,1,1,0,1,0,2,3,1,3,0,935.75
2796,1,1,1,1,1,0,0,1,1,3,1,1242.5
2797,0,1,0,1,2,1,1,2,2,3,1,1056.75
2798,0,0,0,1,1,0,2,2,2,4,1,1737.5
2799,0,1,1,0,2,0,1,1,1,3,1,1084.75
2800,0,0,1,2,1,0,2,3,1,4,1,1066.75
2801,0,1,0,2,1,0,1,2,2,3,1,1016.25
2802,1,2,0,2,1,0,0,2,2,3,1,1193.0
2803,0,2,0,1,1,1,1,2,2,2,1,306.5
2804,0,0,1,0,1,0,1,1,1,6,1,331.0
2805,0,0,0,1,1,1,1,1,2,1,0,754.0
2806,0,2,0,2,1,0,1,3,1,3,1,590.5
2807,0,2,1,0,1,0,0,1,1,5,1,755.5
2808,0,2,1,1,1,0,0,2,1,5,1,767.5
2809,0,2,0,1,1,0,0,2,2,3,1,1096.25
2810,0,1,1,0,1,1,0,2,1,3,1,936.5
2811,0,2,1,1,1,0,2,2,1,2,1,1134.0
2812,0,1,1,1,1,1,0,3,1,3,1,1307.75
2813,0,2,0,2,2,1,1,2,2,3,1,1011.5
2814,0,1,0,1,1,1,2,2,2,2,1,1002.0
2815,0,0,1,2,2,0,0,2,1,4,1,1019.0
2816,0,0,1,0,1,0,1,1,2,4,0,930.5
2817,0,1,0,2,1,1,2,2,1,3,1,206.0
2818,0,1,0,2,1,0,1,1,1,3,1,1022.0
2819,0,1,1,1,2,0,2,1,1,3,1,1196.75
2820,0,0,0,0,1,0,2,3,1,3,1,1212.75
2821,0,2,1,1,1,0,0,2,1,3,0,999.0
2822,0,2,1,1,1,0,1,1,1,5,0,243.75
2823,0,2,0,1,1,0,1,3,1,5,0,816.5
2824,1,2,0,1,2,0,0,2,1,3,1,1227.25
2825,1,2,1,0,1,0,0,2,1,3,1,1321.0
2826,0,1,0,0,1,0,2,3,1,3,1,950.75
2827,0,0,1,2,3,0,2,3,2,5,1,1049.5
2828,0,1,1,1,1,0,1,1,1,5,0,736.5
2829,0,0,1,1,2,0,1,1,2,4,0,1128.25
2830,0,0,0,0,1,0,2,3,1,3,0,1286.5
2831,0,1,1,1,1,0,1,1,1,5,1,1456.0
2832,0,1,1,2,1,0,2,1,2,4,1,1344.25
2833,0,0,0,0,2,0,1,2,1,3,0,1020.5
2834,0,2,0,1,1,0,1,2,1,1,1,949.25
2835,0,0,1,2,2,1,1,1,2,2,1,1189.75
2836,0,1,0,1,1,0,0,2,2,4,1,1280.25
2837,0,1,0,1,2,1,0,2,3,3,1,139.0
2838,1,0,0,0,2,0,0,2,1,2,1,1066.75
2839,0,1,1,2,1,0,2,3,1,5,1,190.25
2840,0,1,0,1,1,0,1,3,1,4,1,992.0
2841,0,2,1,2,1,0,2,1,1,4,1,818.25
2842,0,1,1,1,1,0,0,2,1,4,1,639.0
2843,0,1,1,1,1,0,0,3,1,1,0,785.5
2844,0,0,1,1,2,0,0,3,1,4,1,134.75
2845,0,2,0,1,2,0,2,1,1,6,1,231.25
2846,0,2,0,1,1,1,2,2,1,4,1,978.75
2847,1,0,1,0,1,1,2,2,2,3,0,1736.0
2848,0,0,0,2,1,0,2,4,1,3,0,1270.0
2849,0,1,0,2,1,0,2,4,1,4,1,1334.75
2850,0,0,0,2,1,0,2,1,1,2,0,239.0
2851,0,1,1,1,1,0,0,3,1,3,1,692.25
2852,0,1,0,1,1,0,2,2,1,4,1,218.75
2853,1,2,1,1,1,0,0,1,2,2,0,1052.75
2854,1,2,1,1,1,0,0,2,1,3,0,680.5
2855,0,2,0,1,1,0,1,1,2,4,1,1115.25
2856,0,1,1,1,1,0,2,2,1,6,1,1263.25
2857,0,0,0,1,1,0,0,3,1,4,1,1504.0
2858,0,0,0,1,1,0,1,3,1,3,0,624.0
2859,0,2,1,0,1,0,2,2,1,5,1,293.25
2860,0,2,1,0,1,0,1,2,1,5,1,898.5
2861,0,1,1,1,1,0,1,2,1,3,1,273.5
2862,0,1,0,0,2,0,1,2,1,2,1,1180.0
2863,0,2,1,1,1,0,0,1,1,4,0,1144.25
2864,0,0,0,1,1,0,0,3,2,3,1,1167.5
2865,0,0,1,0,2,0,2,2,1,5,0,337.0
2866,0,1,0,1,1,0,0,2,1,2,0,235.75
2867,0,1,0,0,1,0,2,2,1,3,1,812.75
2868,0,1,0,2,1,0,0,2,1,5,1,1328.25
2869,0,2,1,1,1,0,1,2,1,5,1,1334.75
2870,1,2,1,0,1,0,1,2,2,4,0,1198.75
2871,0,0,1,2,1,0,2,1,1,6,1,704.75
2872,0,0,0,0,1,0,0,3,2,3,1,353.25
2873,0,2,1,0,1,1,2,1,1,5,1,939.75
2874,0,2,0,1,1,0,2,2,1,4,0,1036.0
2875,0,2,0,1,1,0,1,2,1,4,1,1142.0
2876,0,2,1,1,1,1,0,2,1,2,0,719.25
2877,0,0,1,1,1,0,1,2,2,3,1,1054.5
2878,0,1,0,1,1,0,0,1,1,5,1,325.75
2879,0,1,1,1,1,0,1,3,1,4,0,1253.0
2880,0,0,0,0,1,0,1,3,1,5,1,704.25
2881,0,1,0,1,1,0,0,2,1,3,1,1440.0
2882,0,0,1,2,1,1,2,1,1,1,1,1782.0
2883,0,0,0,2,1,0,2,3,1,3,1,993.25
2884,0,0,1,1,1,0,1,1,1,2,1,1212.75
2885,0,0,0,0,1,0,0,2,1,4,1,1302.0
2886,0,1,1,0,1,0,0,2,1,4,1,1119.25
2887,0,2,1,0,1,0,0,1,2,5,0,1122.25
2888,0,2,1,1,2,0,1,3,1,4,1,1162.75
2889,0,1,0,0,1,0,0,1,1,2,1,1198.75
2890,0,0,1,1,1,0,1,3,1,3,0,909.0
2891,0,0,1,1,2,0,1,1,1,3,0,815.75
2892,0,1,1,0,2,0,2,1,1,5,0,1648.75
2893,0,0,0,1,2,0,1,3,1,3,1,1299.0
2894,0,2,0,2,1,0,2,2,1,5,1,307.0
2895,0,0,0,1,1,0,0,2,1,2,1,1082.75
2896,0,0,1,2,2,0,2,2,2,3,1,1069.5
2897,0,0,1,0,2,0,1,2,1,6,0,989.5
2898,1,0,1,0,2,0,0,3,1,4,0,961.5
2899,0,0,1,0,1,0,2,1,2,3,0,1262.5
2900,0,1,1,2,1,1,2,2,1,3,1,1025.75
2901,0,1,0,2,2,1,0,2,1,4,1,918.25
2902,0,1,0,2,1,0,0,1,1,2,0,1140.25
2903,0,0,1,1,1,0,1,2,1,4,0,963.0
2904,0,1,1,0,1,0,1,3,1,3,0,336.75
2905,0,1,0,1,1,0,1,2,1,3,1,972.0
2906,0,1,0,2,1,0,0,1,1,4,0,1003.75
2907,0,0,1,1,1,1,0,1,1,4,1,1352.0
2908,0,1,1,0,1,0,1,1,2,2,1,268.5
2909,0,1,0,1,1,0,2,2,1,4,1,957.25
2910,0,1,0,1,2,0,2,1,1,3,1,917.0
2911,0,0,1,2,1,0,0,2,1,4,1,959.25
2912,0,0,1,0,1,0,1,1,1,1,1,908.75
2913,0,2,0,0,1,1,2,2,1,3,0,760.5
2914,0,2,1,1,1,0,2,1,1,3,1,1303.25
2915,0,0,0,1,2,0,0,1,1,3,1,901.0
2916,0,1,0,1,1,0,2,2,1,3,1,784.25
2917,0,0,1,0,3,0,1,2,1,2,1,173.5
2918,0,0,1,1,1,0,2,2,1,5,1,1450.0
2919,0,1,1,0,1,0,1,2,1,3,1,1011.25
2920,0,2,1,2,1,0,1,1,1,4,1,1155.25
2921,0,1,1,1,1,0,0,4,1,3,1,1144.5
2922,0,0,0,1,1,0,0,2,2,4,0,1022.5
2923,0,0,1,2,2,0,2,1,1,4,1,1084.25
2924,0,2,1,0,2,1,1,3,1,3,0,1145.0
2925,0,0,1,1,1,0,1,2,3,4,1,1033.0
2926,0,0,0,0,1,0,2,1,1,6,1,862.75
2927,0,0,0,1,1,0,1,2,1,2,1,218.5
2928,0,0,0,0,2,0,1,4,1,3,1,1290.25
2929,0,2,0,1,1,0,2,1,1,4,0,675.5
2930,0,0,0,1,1,1,1,2,1,3,1,1309.0
2931,0,1,0,0,2,0,1,2,1,5,0,994.25
2932,0,1,0,1,1,0,1,2,1,3,0,1064.75
2933,0,2,1,1,1,0,0,2,1,4,0,921.0
2934,0,0,1,1,1,0,0,3,1,4,0,1105.75
2935,1,2,0,2,1,0,0,3,1,4,1,1350.75
2936,0,1,1,1,2,0,1,2,1,3,0,1102.25
2937,0,2,0,1,1,0,1,1,1,2,0,1064.25
2938,0,0,1,0,2,0,0,1,1,4,0,405.0
2939,0,1,1,1,1,0,0,2,1,4,0,285.25
2940,0,2,1,1,1,0,1,1,1,3,1,1028.25
2941,0,1,1,1,1,0,2,1,1,4,0,217.75
2942,0,0,1,0,1,0,0,1,1,2,1,974.75
2943,0,0,1,0,1,0,1,1,2,2,0,999.75
2944,0,0,1,1,1,0,2,1,2,5,1,814.0
2945,0,0,1,1,1,0,2,2,1,3,0,843.75
2946,0,1,1,1,1,0,0,1,1,3,1,353.25
2947,0,2,0,1,1,0,1,1,1,3,0,1207.5
2948,0,1,1,1,2,0,0,1,2,2,1,783.25
2949,0,1,0,1,1,1,2,2,1,5,0,1027.5
2950,0,1,1,1,1,0,0,2,1,4,1,971.5
2951,0,1,0,1,2,0,0,1,1,4,1,1328.75
2952,0,2,0,2,2,1,2,2,2,5,0,1064.5
2953,0,1,0,2,1,0,2,2,1,3,0,1004.5
2954,0,2,0,1,1,0,0,2,1,5,1,761.5
2955,1,2,1,0,2,0,2,1,1,4,1,686.25
2956,0,2,1,1,1,0,2,4,1,4,0,1256.5
2957,0,0,0,0,1,0,1,3,1,2,1,274.5
2958,0,1,0,1,1,0,0,4,1,3,0,1102.0
2959,0,2,0,2,2,0,2,2,1,4,0,239.5
2960,1,0,0,1,1,0,0,2,2,3,1,1154.0
2961,0,1,1,0,1,0,2,1,1,2,1,748.0
2962,1,0,1,0,1,1,1,1,1,5,0,1058.0
2963,0,1,0,1,1,0,1,1,1,3,1,1314.75
2964,0,2,1,2,1,0,1,1,1,4,0,1308.5
2965,1,2,1,1,1,0,0,3,1,3,0,179.0
2966,0,1,1,1,1,0,1,1,1,3,0,1239.0
2967,0,0,1,2,2,0,2,2,1,2,0,1165.0
2968,0,2,1,0,1,0,0,3,1,5,1,938.25
2969,0,1,0,1,1,0,0,2,2,3,1,1100.5
2970,1,0,0,1,1,0,2,2,2,3,1,271.75
2971,0,2,1,1,1,0,2,2,1,2,0,1053.0
2972,0,0,1,1,2,1,2,4,1,2,1,1039.75
2973,0,1,1,1,1,0,2,2,1,3,1,1349.5
2974,0,1,1,1,1,0,1,1,1,3,0,1386.0
2975,0,2,0,2,1,1,0,1,1,3,0,726.25
2976,0,0,1,0,1,0,0,1,2,2,1,964.0
2977,0,1,1,0,1,1,2,2,1,3,1,244.75
2978,0,1,0,0,1,0,0,2,1,3,1,1341.75
2979,0,2,0,2,1,0,2,3,1,5,0,1235.75
2980,0,0,1,1,1,0,1,1,2,3,1,264.75
2981,0,1,1,1,2,0,2,2,1,3,1,1057.5
2982,0,0,0,1,2,0,1,2,1,3,1,1564.75
2983,0,2,0,1,1,0,0,1,1,3,1,159.75
2984,0,1,0,1,1,0,1,2,1,4,1,1138.0
2985,0,0,1,1,1,0,2,1,1,3,1,900.0
2986,0,0,0,2,1,0,1,1,1,4,1,1156.75
2987,0,0,1,1,1,1,1,2,1,2,1,904.75
2988,0,1,0,0,1,0,2,2,1,3,0,335.0
2989,0,2,0,1,3,0,1,2,1,2,0,783.5
2990,0,0,0,1,1,0,0,3,2,2,1,342.5
2991,0,1,1,2,1,0,0,2,1,4,0,1375.0
2992,0,1,0,1,1,0,0,2,1,4,0,1258.0
2993,0,2,0,1,2,0,1,3,1,5,1,1113.0
2994,0,1,1,2,1,0,1,1,1,4,0,695.25
2995,0,0,1,2,1,0,2,3,2,5,1,1416.0
2996,0,1,0,2,1,0,2,3,1,4,0,972.75
2997,0,0,0,1,1,0,1,4,1,3,0,642.75
2998,0,2,0,1,1,1,1,1,1,3,1,1285.5
2999,0,2,0,2,1,0,1,2,2,3,1,929.25
3000,0,0,1,2,1,0,0,2,1,2,0,950.75
3001,0,1,0,1,1,0,1,1,1,4,1,1367.75
3002,0,0,1,0,1,0,0,2,1,5,1,902.0
3003,0,0,0,1,1,1,1,2,2,3,1,979.5
3004,0,0,0,2,1,0,2,1,1,4,0,816.5
3005,0,0,0,0,1,0,2,1,1,3,0,873.0
3006,0,0,1,1,2,0,1,3,1,5,1,1123.75
3007,0,2,0,1,1,0,1,2,1,2,1,1288.25
3008,0,0,0,2,1,0,2,1,1,2,0,1095.0
3009,0,1,1,1,1,0,2,3,1,4,1,200.25
3010,0,1,1,1,1,1,0,2,2,3,1,422.0
3011,0,1,0,0,1,0,1,3,1,6,1,1120.75
3012,0,0,0,1,2,0,0,2,1,3,0,604.75
3013,0,0,1,0,2,0,2,2,1,4,0,697.25
3014,0,0,0,1,1,1,0,2,1,3,1,255.25
3015,0,1,1,0,1,0,0,2,1,3,1,1009.25
3016,0,1,0,0,1,0,0,2,1,2,1,1070.5
3017,0,0,1,0,1,1,2,3,1,3,0,1490.5
3018,0,0,1,2,2,0,0,3,1,3,1,1228.5
3019,0,1,1,1,1,0,2,2,1,4,1,1308.5
3020,0,0,1,1,1,1,0,2,1,3,1,955.75
3021,0,2,0,1,1,0,2,2,1,4,1,1481.75
3022,0,1,0,1,1,0,2,3,1,3,1,669.75
3023,0,2,1,2,2,0,2,1,1,5,1,1134.5
3024,0,1,1,2,1,0,2,2,1,4,1,1007.5
3025,0,2,0,1,1,1,0,3,1,1,1,1004.0
3026,0,0,0,1,1,0,2,1,1,3,1,983.0
3027,0,2,0,0,1,0,0,3,2,2,1,218.25
3028,0,2,1,2,1,1,2,1,1,4,1,1188.25
3029,0,2,1,1,1,0,2,1,1,3,1,716.25
3030,0,1,0,1,1,0,1,1,2,5,1,1828.0
3031,0,1,0,1,1,0,2,1,1,3,1,1338.5
3032,0,1,1,2,1,0,2,1,1,3,0,1093.25
3033,0,1,0,2,1,0,2,2,1,2,1,905.5
3034,1,0,0,1,2,0,0,3,1,4,0,1054.0
3035,0,0,0,0,1,1,2,2,1,3,1,957.0
3036,1,2,1,0,1,0,0,4,1,3,1,1065.75
3037,0,1,1,2,1,0,1,1,1,3,0,1431.0
3038,0,0,0,1,1,0,2,1,2,3,1,1314.0
3039,0,0,1,1,1,0,0,2,1,2,1,745.25
3040,0,2,1,2,2,0,1,2,1,3,0,793.25
3041,0,2,0,2,1,0,2,1,1,5,1,710.25
3042,0,2,1,1,2,0,0,4,1,3,1,1056.25
3043,0,0,1,0,1,0,2,2,1,3,0,949.5
3044,0,1,1,1,2,0,2,1,1,4,1,1355.75
3045,0,2,0,1,1,0,0,4,1,4,1,1051.0
3046,0,2,1,0,1,0,2,2,2,4,1,1131.25
3047,0,0,0,2,1,0,1,2,1,2,1,1259.75
3048,0,1,0,0,1,0,2,2,1,3,0,1044.5
3049,1,0,1,1,1,0,0,1,1,3,1,1166.5
3050,0,0,1,1,1,1,1,2,1,5,1,1153.75
3051,1,1,1,0,1,0,0,2,1,3,0,1394.25
3052,0,2,1,1,1,0,2,3,1,1,1,822.0
3053,0,0,0,0,1,0,0,1,1,4,1,996.0
3054,0,0,1,1,2,0,0,2,1,4,1,1144.0
3055,0,2,1,0,1,1,2,2,2,4,1,1213.0
3056,0,2,1,0,1,0,2,2,1,5,0,769.75
3057,0,2,0,0,1,0,1,1,1,1,1,1047.75
3058,0,1,0,1,1,1,2,1,1,6,0,193.5
3059,0,0,0,2,1,0,0,1,1,2,0,1234.75
3060,0,2,0,1,1,0,1,3,2,3,0,1123.0
3061,0,2,0,1,1,1,1,1,1,4,0,1119.5
3062,0,1,0,0,2,0,0,3,1,3,1,1333.75
3063,0,1,0,0,1,0,2,3,1,3,0,947.5
3064,0,1,0,2,1,0,1,4,2,3,1,1045.75
3065,0,2,0,0,2,0,1,2,1,4,1,733.75
3066,0,0,1,2,1,0,1,1,2,4,1,1182.75
3067,0,0,0,1,1,1,1,2,1,4,0,1149.75
3068,0,0,0,2,1,0,0,2,1,3,0,778.0
3069,0,0,1,1,1,0,2,2,1,3,1,1139.75
3070,1,0,1,2,1,0,0,2,1,1,1,1033.75
3071,1,0,1,0,3,0,1,2,1,4,1,940.5155624165554
3072,0,0,0,0,1,0,1,2,1,4,1,1049.5
3073,0,0,0,0,1,0,1,1,1,4,0,1055.5
3074,0,2,1,2,1,0,0,3,2,3,0,1224.75
3075,0,1,1,1,1,0,1,1,2,3,1,872.25
3076,0,1,0,1,1,0,1,3,2,3,0,764.5
3077,0,1,0,2,2,0,1,1,2,4,1,948.25
3078,0,2,0,0,2,0,1,2,2,3,1,823.75
3079,0,1,1,2,1,0,2,1,1,4,0,1130.0
3080,0,0,1,2,1,1,0,1,1,3,0,234.5
3081,0,2,1,2,1,0,1,1,1,4,1,1127.75
3082,0,1,0,0,2,0,1,2,1,4,1,772.75
3083,0,0,1,2,1,0,2,2,2,3,1,263.5
3084,0,0,0,2,2,0,2,2,1,3,1,648.0
3085,0,2,0,0,1,0,1,1,1,4,0,1104.75
3086,0,0,0,2,1,0,1,2,1,3,1,1217.75
3087,0,0,0,1,1,1,0,3,1,3,1,269.25
3088,0,0,0,1,1,0,2,3,1,3,0,375.75
3089,0,1,0,1,2,0,0,3,1,3,1,1065.5
3090,0,0,0,1,1,0,2,2,2,5,0,782.5
3091,1,0,0,1,1,0,0,2,1,4,0,1128.25
3092,0,1,1,1,1,0,1,1,1,5,1,995.0
3093,0,0,0,1,1,0,0,1,2,6,1,1286.25
3094,0,2,0,0,1,0,0,2,1,1,0,292.0
3095,0,0,0,0,2,1,2,1,1,4,1,243.5
3096,0,1,1,1,1,0,0,1,2,2,1,739.0
3097,1,0,1,0,2,0,0,2,1,4,0,1173.25
3098,0,1,1,0,2,0,1,4,1,3,1,1205.25
3099,0,1,0,2,2,0,2,2,2,4,0,1176.5
3100,0,1,0,1,1,0,1,2,1,4,1,186.5
3101,0,2,0,2,1,0,1,3,2,4,0,791.0
3102,0,0,1,1,1,1,1,1,1,3,1,773.5
3103,0,2,1,1,1,0,0,2,1,5,0,1092.75
3104,0,2,0,0,1,1,2,2,1,2,1,1012.75
3105,0,1,0,1,2,0,2,2,1,4,1,233.25
3106,0,2,1,1,1,0,0,4,1,4,1,1314.25
3107,0,1,0,0,1,0,2,2,1,2,1,686.25
3108,0,0,1,1,1,1,1,2,1,3,1,190.75
3109,0,0,0,0,1,0,2,3,1,4,1,940.5155624165554
3110,0,0,1,0,1,1,0,2,1,3,1,1241.0
3111,0,0,1,1,1,1,2,3,1,4,1,1057.5
3112,0,1,0,1,1,0,1,2,1,5,1,230.25
3113,0,2,1,0,1,0,0,1,1,4,1,1205.75
3114,0,0,1,1,1,0,1,2,1,4,1,1090.75
3115,0,1,1,0,1,0,2,1,1,5,1,1115.5
3116,0,1,1,0,1,0,1,1,1,3,0,205.75
3117,0,0,1,0,2,0,2,2,1,3,1,1184.5
3118,0,2,0,1,1,0,1,1,2,4,1,1193.5
3119,0,0,0,1,1,0,2,2,1,3,1,1055.5
3120,0,0,0,2,1,0,1,1,1,3,0,1114.25
3121,0,2,0,1,1,0,0,2,1,2,1,1002.5
3122,0,0,0,1,1,0,2,1,2,3,0,248.0
3123,0,1,0,1,1,0,2,1,1,3,1,750.0
3124,0,1,1,2,1,0,2,2,1,4,0,1086.25
3125,0,1,1,0,1,1,1,3,1,4,1,746.0
3126,0,2,0,1,1,0,2,2,1,3,0,1162.25
3127,0,2,0,1,2,0,2,1,1,2,1,1064.75
3128,0,2,0,0,1,0,2,2,2,6,1,1077.75
3129,0,1,1,0,1,0,2,3,1,3,1,1040.5
3130,0,2,0,1,2,0,1,2,2,5,0,1146.25
3131,0,1,1,2,1,0,0,2,1,6,0,140.5
3132,0,1,1,1,1,0,2,1,1,4,0,792.5
3133,0,2,1,1,1,0,0,2,1,4,0,933.5
3134,0,1,1,1,1,0,2,3,1,3,1,1187.25
3135,0,1,0,0,1,0,0,2,1,4,0,761.25
3136,0,0,1,0,1,0,1,1,1,3,1,885.0
3137,0,0,1,1,1,0,1,2,2,5,1,1162.75
3138,0,1,0,1,1,1,1,1,1,4,1,1103.5
3139,0,0,0,2,1,0,2,1,1,6,0,1158.5
3140,0,0,1,0,1,0,2,2,1,4,1,767.5
3141,0,2,0,0,1,0,1,3,1,2,0,886.25
3142,0,1,0,1,1,0,0,2,2,4,1,201.0
3143,0,1,0,1,1,0,1,1,2,3,1,895.0
3144,0,0,1,1,3,0,0,1,1,5,1,1258.25
3145,1,0,0,2,1,1,2,4,1,4,1,270.0
3146,0,2,0,2,1,0,0,3,1,4,1,1049.0
3147,0,1,1,1,1,0,1,2,1,2,0,340.75
3148,0,1,0,2,1,1,1,3,1,5,1,359.25
3149,0,2,1,1,1,1,1,1,1,3,1,998.0
3150,0,2,0,0,1,0,1,1,1,4,1,287.75
3151,0,0,1,2,1,0,0,2,1,4,1,928.5
3152,0,1,1,2,2,0,0,2,1,4,1,684.25
3153,0,1,0,0,2,0,0,1,2,5,1,800.75
3154,0,2,1,1,2,0,2,2,1,3,0,1219.75
3155,0,2,1,1,2,0,0,1,1,4,0,1300.75
3156,0,1,0,1,1,0,0,2,1,5,1,1224.25
3157,0,2,1,2,1,0,2,3,1,5,1,209.5
3158,0,1,1,1,1,0,1,3,1,4,0,990.5
3159,0,0,0,1,1,0,0,2,2,3,1,1814.5
3160,0,0,1,1,1,1,1,3,1,4,1,758.0
3161,0,1,0,2,1,0,0,3,1,5,1,1065.5
3162,0,0,0,2,2,1,1,2,2,3,1,1197.0
3163,0,2,0,1,1,1,0,3,2,3,1,1034.75
3164,0,1,1,1,2,0,1,2,1,2,1,960.75
3165,0,1,1,1,1,0,1,1,3,3,1,1071.25
3166,1,1,1,1,1,0,0,1,2,3,0,1034.0
3167,0,2,1,1,1,0,0,2,1,1,0,887.5
3168,0,0,1,1,3,0,0,2,1,3,1,860.25
3169,0,2,0,2,1,0,2,1,1,4,0,1364.25
3170,0,2,0,2,1,0,1,3,1,3,0,186.25
3171,0,2,0,0,1,0,2,1,2,3,0,1006.0
3172,0,2,1,2,2,0,0,2,1,2,0,860.75
3173,0,1,1,1,1,0,0,3,2,5,0,1193.25
3174,0,1,0,1,1,0,1,3,2,3,1,1388.5
3175,0,2,0,0,2,0,2,3,1,3,0,752.25
3176,0,0,1,1,2,0,1,2,1,5,1,858.5
3177,0,2,0,1,2,0,0,2,1,2,1,999.0
3178,0,2,1,1,1,0,2,2,1,3,1,1194.25
3179,0,0,0,1,1,0,0,1,1,4,0,905.0
3180,0,2,1,1,1,0,1,2,1,2,1,1023.25
3181,0,0,0,1,1,1,0,1,1,4,0,713.75
3182,0,0,0,1,1,0,1,4,1,1,1,861.25
3183,0,0,1,1,3,0,2,2,1,5,1,884.5
3184,0,2,1,1,1,0,1,3,1,4,0,1031.25
3185,0,1,1,1,1,0,2,2,3,3,1,1010.0
3186,0,0,0,1,1,0,2,2,1,4,1,779.75
3187,0,1,0,0,2,0,2,2,1,3,1,350.25
3188,0,2,0,2,1,0,2,1,1,4,0,1050.75
3189,0,2,0,1,1,0,0,3,1,3,0,709.75
3190,0,1,0,1,1,0,0,2,1,4,0,1053.25
3191,0,1,0,1,1,0,1,2,2,3,0,881.25
3192,0,1,0,1,1,0,1,1,1,3,0,329.5
3193,0,1,0,2,1,0,0,1,1,2,1,243.25
3194,1,1,1,0,1,1,0,2,1,3,0,716.75
3195,0,0,1,1,1,0,0,3,2,3,1,1151.25
3196,0,0,0,1,1,0,0,2,1,3,1,1123.0
3197,0,2,1,0,2,0,2,1,2,2,1,1081.0
3198,0,0,0,0,1,0,2,1,1,4,0,970.25
3199,0,2,0,2,2,0,2,1,2,4,0,1225.0
3200,0,1,0,2,2,1,1,3,1,5,0,1186.25
3201,0,2,0,1,1,0,2,2,1,2,0,1225.0
3202,0,1,0,2,2,0,0,2,1,4,1,1030.0
3203,0,1,0,1,1,0,2,1,1,2,1,1083.0
3204,0,0,0,2,1,0,2,2,1,3,1,1086.25
3205,0,0,1,1,1,0,2,2,1,4,1,1209.0
3206,1,1,1,1,1,1,0,1,1,2,0,952.0
3207,0,2,0,1,1,0,1,1,1,4,1,1057.25
3208,0,0,1,0,1,0,2,2,1,3,1,261.0
3209,0,0,0,0,1,0,0,2,2,1,1,304.0
3210,0,0,0,2,1,0,1,1,1,5,1,1086.0
3211,0,2,1,1,2,1,1,2,1,4,0,681.0
3212,0,1,0,1,1,1,0,1,1,1,0,753.25
3213,0,1,0,1,1,0,1,1,2,4,1,362.75
3214,0,2,1,1,2,0,0,3,1,3,1,266.0
3215,0,2,1,1,1,1,0,1,1,4,0,1143.5
3216,0,0,1,1,3,0,2,1,2,2,1,1065.5
3217,0,2,0,2,1,0,0,3,1,5,0,146.75
3218,0,2,0,1,1,0,0,1,1,4,1,789.25
3219,0,2,1,0,1,0,0,1,2,4,1,686.25
3220,0,2,0,1,1,0,0,1,1,5,1,1004.0
3221,0,1,0,1,2,0,1,2,1,5,0,712.0
3222,0,0,0,0,1,1,1,1,2,3,1,138.75
3223,0,1,0,0,2,0,2,3,1,3,1,1188.25
3224,0,0,0,1,1,0,1,1,1,3,1,1178.0
